"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-05-19","VA","A+",1041,1007,27,34,5768,5768,1497,159,,377,170644,5558,,,,,199,473,32145,30539,1005,0,,,,,39921,4271,238274,5640,238274,5640,,,,,,0,,0
"2020-05-18","VA","A+",1014,980,5,34,5609,5609,1502,92,,361,165086,5113,,,,,194,530,31140,29591,752,0,,,,,39211,4107,232634,8508,232634,8508,,,,,,0,,0
"2020-05-17","VA","A+",1009,975,7,34,5517,5517,1524,103,,379,159973,4088,,,,,195,527,30388,28901,705,0,,,,,38003,3993,224126,7805,224126,7805,,,,,,0,,0
"2020-05-16","VA","A+",1002,968,25,34,5414,5414,1505,98,,381,155885,6543,,,,,189,485,29683,28233,1011,0,,,,,36922,3909,216321,7210,216321,7210,,,,,,0,,0
"2020-05-15","VA","A+",977,944,22,33,5316,5316,1511,105,,362,149342,10325,,,,,195,458,28672,27293,859,0,,,,,35912,3805,209111,7952,209111,7952,,,,,,0,,0
"2020-05-14","VA","A+",955,927,28,28,5211,5211,1533,131,,355,139017,4371,,,,,201,496,27813,26469,1067,0,,,,,34740,3678,201159,8735,201159,8735,,,,,,0,,0
"2020-05-13","VA","A+",927,899,36,28,5080,5080,1526,151,,374,134646,5117,,,,,202,485,26746,25431,946,0,,,,,33434,3554,192424,6009,192424,6009,,,,,,0,,0
"2020-05-12","VA","A+",891,864,41,27,4929,4929,1529,152,,364,129529,3982,,,,,201,447,25800,24601,730,0,,,,,32577,3400,186415,4204,186415,4204,,,,,,0,,0
"2020-05-11","VA","A+",850,823,11,27,4777,4777,1504,21,,362,125547,6573,,,,,194,432,25070,23889,989,0,,,,,31982,3273,182211,5553,182211,5553,,,,,,0,,0
"2020-05-10","VA","A+",839,813,12,26,4756,4756,1555,39,,351,118974,5021,,,,,187,506,24081,22962,885,0,,,,,31136,3201,176658,7117,176658,7117,,,,,,0,,0
"2020-05-09","VA","A+",827,801,15,26,4717,4717,1593,95,,367,113953,6350,,,,,198,501,23196,22086,854,0,,,,,30016,3124,169541,8426,169541,8426,,,,,,0,,0
"2020-05-08","VA","A+",812,787,43,25,4622,4622,1625,184,,378,107603,6021,,,,,199,549,22342,21274,772,0,,,,,28671,2997,161115,7282,161115,7282,,,,,,0,,0
"2020-05-07","VA","A+",769,745,56,24,4438,4438,1613,325,,371,101582,8130,,,,,203,519,21570,20537,1314,0,,,,,27518,2825,153833,8712,153833,8712,,,,,,0,,0
"2020-05-06","VA","A+",713,690,0,23,4113,4113,1496,0,,361,93452,0,,,,,189,469,20256,19357,0,0,,,,,26185,2617,145121,6185,145121,6185,,,,,,0,,0
"2020-05-05","VA","A+",713,690,29,23,4113,4113,1496,103,,361,93452,651,,,,,189,469,20256,19357,764,0,,,,,25079,2617,138936,3295,138936,3295,,,,,,0,,0
"2020-05-04","VA","A+",684,662,24,22,4010,4010,1463,100,,348,92801,3470,,,,,192,478,19492,18640,821,0,,,,,24539,2547,135641,4821,135641,4821,,,,,,0,,0
"2020-05-03","VA","B",660,644,44,16,3910,3910,1413,172,,385,89331,4966,,,,,193,465,18671,17873,940,0,,,,,23596,2497,130820,5852,130820,5852,,,,,,0,,0
"2020-05-02","VA","B",616,607,35,9,3738,3738,1426,84,,375,84365,-5174,,,,,202,458,17731,16979,830,0,,,,,22637,2312,124968,6613,124968,6613,,,,,,0,,0
"2020-05-01","VA","B",581,572,29,9,3654,3654,1431,0,,366,89539,13876,,,,,193,468,16901,16109,1055,0,,,,,21476,2196,118355,5440,118355,5440,,,,,,0,,0
"2020-04-30","VA","B",552,543,30,9,3654,3654,1550,46,,372,75663,4684,,,,,208,583,15846,15180,885,0,,,,,20578,2104,112915,6644,112915,6644,,,,,,0,,0
"2020-04-29","VA","B",522,513,30,9,3608,3608,1566,186,,387,70979,2020,,,,,222,620,14961,14328,622,0,,,,,19344,2042,106271,4089,106271,4089,,,,,,0,,0
"2020-04-28","VA","B",492,487,34,5,3422,3422,1508,124,,376,68959,1815,,,,,217,560,14339,13794,804,0,,,,,18567,1914,102182,3254,102182,3254,,,,,,0,,0
"2020-04-27","VA","B",458,454,10,4,3298,3298,1455,1284,,389,67144,3514,,,,,217,542,13535,13036,565,0,,,,,17974,1843,98928,3742,98928,3742,,,,,,0,,0
"2020-04-26","VA","B",448,444,12,4,2014,2014,1436,72,,387,63630,3354,,,,,217,539,12970,12488,604,0,,,,,17180,1815,95186,4061,95186,4061,,,,,,0,,0
"2020-04-25","VA","B",436,432,26,4,1942,1942,1405,105,,357,60276,2430,,,,,223,1405,12366,11902,772,0,,,,,16409,1717,91125,3529,91125,3529,,,,,,0,,0
"2020-04-24","VA","A",410,407,38,3,1837,1837,1399,84,,379,57846,3955,,,,,220,487,11594,11169,596,0,,,,,15704,1672,87596,4990,87596,4990,,,,,,0,,0
"2020-04-23","VA","A",372,370,23,2,1753,1753,1379,94,,400,53891,3379,,,,,249,492,10998,10627,732,0,,,,,14835,1567,82606,4811,82606,4811,,,,,,0,,0
"2020-04-22","VA","A",349,347,25,2,1659,1659,1374,78,,419,50512,1788,,,,,244,477,10266,9952,636,0,,,,,13940,1497,77795,2716,77795,2716,,,,,,0,,0
"2020-04-21","VA","A",324,321,24,3,1581,1581,1331,81,,403,48724,979,,,,,251,477,9630,9451,640,0,,,,,13382,1418,75079,1974,75079,1974,,,,,,0,,0
"2020-04-20","VA","A",300,,23,,1500,1500,1296,78,,396,47745,1549,,,,,237,468,8990,,453,0,,,,,12913,1324,73105,2439,73105,2439,,,,,,0,,0
"2020-04-19","VA","A",277,,19,,1422,1422,1319,126,,388,46196,2318,,,,,231,499,8537,,484,0,,,,,12352,1267,70666,2706,70666,2706,,,,,,0,,0
"2020-04-18","VA","A",258,,27,,1296,1296,1307,75,,398,43878,2372,,,,,230,486,8053,,562,0,,,,,11808,1228,67960,3305,67960,3305,,,,,,0,,0
"2020-04-17","VA","A",231,,23,,1221,1221,1308,107,,400,41506,1951,,,,,224,499,7491,,602,0,,,,,11200,1110,64655,3271,64655,3271,,,,,,0,,0
"2020-04-16","VA","A",208,,13,,1114,1114,1337,66,,427,39555,1886,,,,,238,537,6889,,389,0,,,,,10526,951,61384,3026,61384,3026,,,,,,0,,0
"2020-04-15","VA","A",195,,41,,1048,1048,1298,1048,,394,37669,1077,,,,,234,496,6500,,329,0,,,,,9948,752,58358,2047,58358,2047,,,,,,0,,0
"2020-04-14","VA","A",154,,5,,,,1282,0,,422,36592,938,,,,,276,469,6171,,424,0,,,,,9551,721,56311,1613,56311,1613,,,,,,0,,0
"2020-04-13","VA","A",149,,8,,,,1238,0,,428,35654,943,,,,,302,473,5747,,473,0,,,,,9221,,54698,2142,54698,2142,,,,,,0,,0
"2020-04-12","VA","A",141,,11,,,,751,0,,440,34711,1789,,,,,294,521,5274,,197,0,,,,,8813,,52556,2365,52556,2365,,,,,,0,,0
"2020-04-11","VA","A",130,,9,,,,1252,-772,,426,32922,1972,,,,,283,517,5077,,568,0,,,,,8351,,50191,2799,50191,2799,,,,,,0,,0
"2020-04-10","VA","A",121,,12,,772,772,1238,87,,457,30950,1966,,,,,287,521,4509,,467,0,,,,,7915,,47392,3372,47392,3372,,,,,,0,,0
"2020-04-09","VA","A",109,,34,,685,685,669,70,,469,28984,1984,,,,,285,627,4042,,397,0,,,,,7378,,44020,2310,44020,2310,,,,,,0,,0
"2020-04-08","VA","A",75,,12,,615,615,,52,145,,27000,1688,,,,108,,,3645,,312,0,,,,,6923,,41710,2391,41710,2391,,,,,,0,,0
"2020-04-07","VA","A",63,,9,,563,563,,66,145,,25312,3669,,,,108,,,3333,,455,0,,,,,6533,,39319,2962,39319,2962,,,,,,0,,0
"2020-04-06","VA","A",54,,3,,497,497,,66,145,,21643,609,,,,108,,,2878,,241,0,,,,,6122,,36357,3809,36357,3809,,,,,,0,,0
"2020-04-05","VA","A",51,,-1,,431,431,,41,145,,21034,1889,,,,108,,,2637,,230,0,,,,,5637,,32548,2193,32548,2193,,,,,,0,,0
"2020-04-04","VA","A",52,,6,,390,390,,78,145,,19145,2152,,,,108,,,2407,,395,0,,,,,5230,,30355,2709,30355,2709,,,,,,0,,0
"2020-04-03","VA","A",46,,5,,312,312,,7,145,,16993,1110,,,,108,,,2012,,306,0,,,,,4880,,27646,1964,27646,1964,,,,,,0,,0
"2020-04-02","VA","A",41,,7,,305,305,246,0,145,,15883,2023,,,,108,,,1706,,222,0,,,,,4550,,25682,2392,25682,2392,,,,,,0,,0
"2020-04-01","VA","A",34,,7,,305,305,,140,145,,13860,1709,,,,108,,,1484,,234,0,,,,,4191,,23290,1897,23290,1897,,,,,,0,,0
"2020-03-31","VA","A",27,,2,,165,165,,29,,,12151,1133,,,,,,,1250,,230,0,,,,,3847,,21393,1685,21393,1685,,,,,,0,,0
"2020-03-30","VA","A",25,,3,,136,136,,24,,,11018,1299,,,,,,,1020,,130,0,,,,,3613,,19708,1386,19708,1386,,,,,,0,,0
"2020-03-29","VA","A",22,,5,,112,112,,13,,,9719,1292,,,,,,,890,,151,0,,,,,3403,,18322,1598,18322,1598,,,,,,0,,0
"2020-03-28","VA","A",17,,3,,99,99,,16,,,8427,1694,,,,,,,739,,135,0,,,,,3214,,16724,1946,16724,1946,,,,,,0,,0
"2020-03-27","VA","A",14,,1,,83,83,,18,,,6733,1004,,,,,,,604,,144,0,,,,,2967,,14778,1404,14778,1404,,,,,,0,,0
"2020-03-26","VA","A",13,,4,,65,65,,6,,,5729,750,,,,,,,460,,69,0,,,,,2777,,13374,1097,13374,1097,,,,,,0,,0
"2020-03-25","VA","A",9,,2,,59,59,,14,,,4979,799,,,,,,,391,,101,0,,,,,2630,,12277,1074,12277,1074,,,,,,0,,0
"2020-03-24","VA","A",7,,1,,45,45,,7,,,4180,737,,,,,,,290,,36,0,,,,,2494,,11203,810,11203,810,,,,,,0,,0
"2020-03-23","VA","A",6,,3,,38,38,,6,,,3443,325,,,,,,,254,,35,0,,,,,2405,,10393,498,10393,498,,,,,,0,,0
"2020-03-22","VA","",3,,1,,32,32,,7,,,3118,480,,,,,,,219,,67,0,,,,,2375,,9895,907,9895,907,,,,,,0,,0
"2020-03-21","VA","",2,,0,,25,25,,25,,,2638,427,,,,,,,152,,38,0,,,,,2302,,8988,595,8988,595,,,,,,0,,0
"2020-03-20","VA","",2,,0,,,,,0,,,2211,382,,,,,,,114,,20,0,,,,,2253,,8393,593,8393,593,,,,,,0,,0
"2020-03-19","VA","",2,,1,,,,,0,,,1829,628,,,,,,,94,,17,0,,,,,2161,,7800,424,7800,424,,,,,,0,,0
"2020-03-18","VA","",1,,0,,,,,0,,,1201,240,,,,,,,77,,10,0,,,,,2142,,7376,224,7376,224,,,,,,0,,0
"2020-03-17","VA","",1,,0,,,,,0,,,961,523,,,,,,,67,,16,0,,,,,2119,,7152,325,7152,325,,,,,,0,,0
"2020-03-16","VA","",1,,0,,,,,0,,,438,75,,,,,,,51,,6,0,,,,,2107,,6827,88,6827,88,,,,,,0,,0
"2020-03-15","VA","",1,,1,,,,,0,,,363,246,,,,,,,45,,15,0,,,,,2100,,6739,59,6739,59,,,,,,0,,0
"2020-03-14","VA","",,,0,,,,,0,,,117,0,,,,,,,30,,0,0,,,,,2098,,6680,79,6680,79,,,,,,0,,0
"2020-03-13","VA","",,,0,,,,,0,,,117,0,,,,,,,30,,13,0,,,,,2095,,6601,85,6601,85,,,,,,0,,0
"2020-03-12","VA","",,,0,,,,,0,,,117,57,,,,,,,17,,8,0,,,,,2094,,6516,32,6516,32,,,,,,0,,0
"2020-03-11","VA","",,,0,,,,,0,,,60,7,,,,,,,9,,1,0,,,,,2092,,6484,11,6484,11,,,,,,0,,0
"2020-03-10","VA","",,,0,,,,,0,,,53,15,,,,,,,8,,5,0,,,,,2092,,6473,10,6473,10,,,,,,0,,0
"2020-03-09","VA","",,,0,,,,,0,,,38,2,,,,,,9,3,,1,0,,,,,2092,,6463,1,6463,1,,,,,,0,,0
"2020-03-08","VA","",,,0,,,,,0,,,36,5,,,,,,6,2,,2,0,,,,,2092,,6462,5,6462,5,,,,,,0,,0
"2020-03-07","VA","",,,0,,,,,0,,,31,10,,,,,,7,0,,0,0,,,,,2092,,6457,2,6457,2,,,,,,0,,0
"2020-03-06","VA","",,,0,,,,,0,,,21,3,,,,,,10,0,,0,0,,,,,2091,,6455,2,6455,2,,,,,,0,,0
"2020-03-05","VA","",,,0,,,,,0,,,18,18,,,,,,3,0,,0,0,,,,,2091,,6453,1,6453,1,,,,,,0,,0
"2020-03-04","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6452,1,6452,1,,,,,,0,,0
"2020-03-03","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6451,1,6451,1,,,,,,0,,0
"2020-03-02","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6450,1,6450,1,,,,,,0,,0
"2020-03-01","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6449,2,6449,2,,,,,,0,,0
"2020-02-29","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6447,2,6447,2,,,,,,0,,0
"2020-02-28","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,2090,,6445,0,6445,0,,,,,,0,,0
"2020-02-27","VA","",,,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,,,6445,6445,6445,0,,,,,,0,,0
